Hyponym-Of(e1,e2)	It should be noticed that within the <e1>Nasicon framework</e1> , there are four interconnected <e2>cation sites</e2> , usually labeled M1 ( one per formula unit ) and M2 ( three per formula unit ) which can be represented by the crystallographic [M2]3[M]BB'(PO4)3 formula .
Hyponym-Of(e1,e2)	In particular , <e1>compounds</e1> with the <e2>NaZr2(PO4)3</e2> type structure ( NZP , NASICON ) containing small extraframework cations ( Li+ , Na+ ) frequently have high ionic conductivity .
Cause-Effect(e1,e2)	In particular , <e1>compounds</e1> with the NaZr2(PO4)3 type structure ( NZP , NASICON ) containing small extraframework cations ( Li+ , Na+ ) frequently have <e2>high ionic conductivity</e2> .
Cause-Effect(e1,e2)	In the system Nal+xZr2Six P3 _xo 12 , on the Other hand , the introduction of excess Na ions introduces electrostatic <e1>Na+</e1> - Na+ <e2>interactions</e2> that can lower the activation energy even though transport must be via a Nal site .
Cause-Effect(e1,e2)	In the system Nal+xZr2Six P3 _xo 12 , on the Other hand , the introduction of excess Na ions introduces electrostatic <e1>Na+</e1> - Na+ interactions that can lower the <e2>activation energy</e2> even though transport must be via a Nal site .
Cause-Effect(e1,e2)	However , with respect to the <e1>larger ion size</e1> of Na ( compared with zrk+ ) it seems less probable that Na+ occupies these <e2>interstitial sites</e2> because they are not located in the center of the coordination octahedron ( TABLE Il ) .
Cause-Effect(e1,e2)	The <e1>rotation</e1> also causes the windows along likely <e2>diffusion paths</e2> to increase to a maximum size , close to the ionic radius of Na+ , near x = 2 .
Cause-Effect(e2,e1)	As previously observed by Hong ( 1 ) , the a <e1>hexagonal lattice constant</e1> monotonically increases with the <e2>progressive substitution</e2> of Si for P ions and insertion of Na+ .
Cause-Effect(e1,e2)	Na+ <e1>interactions</e1> and thermal motion make all the Na sites average positions with a large <e2>Debye Waller factor</e2> , and ( 3 ) the network , though distorted and enlarged relative to NaZrP3O12 , remains intact .
Method-Of(e1,e2)	<e1>Conductivity measurements</e1> in the range 30-350 <nUm> reveal an activation energy of <e2>0.3 eV</e2> for Na+ conduction but conductivity values were found to change with temperature of sample preparation .
Cause-Effect(e1,e2)	This <e1>substitution</e1> allows the <e2>P / Si ratio</e2> to vary independently of the Na+ concentration but as there is no concomitant substitution of Na+ in the Zr / Sc site ( vide infra ) the Sc substituted NASICONS are stoichiometric .
Cause-Effect(e1,e2)	In earlier structural studies it was shown that Na+ - Na+ <e1>repulsions</e1> play an important role in how the <e2>cavities</e2> fill , thereby affecting the resultant conductivity .
Cause-Effect(e1,e2)	Indeed , we believe that in <e1>substituting</e1> for Zr4 + the Sc3 + precludes Na+ from <e2>occupying</e2> these sites .
Cause-Effect(e1,e2)	The resulting <e1>bottleneck</e1> sizes are small for Na+ <e2>hopping</e2> but it may be suitable for the Li+ cations .
Cause-Effect(e1,e2)	The resulting <e1>bottleneck</e1> sizes are small for Na+ hopping but it may be suitable for the <e2>Li+ cations</e2> .
Cause-Effect(e2,e1)	However , the major reason for the <e1>low zirconium content</e1> is that about 0.3 mole of <e2>Na+</e2> was found in the zirconium positions .
Located-Of(e2,e1)	We would suggest that 0.22 Na+ are located in the <e1>Zr sites</e1> accompanied by some oxygen deficiency to account for under occupancy of the <e2>Na+ sites</e2> and a higher silicon content .
Cause-Effect(e1,e2)	Regrinding and <e1>reheating</e1> the mix results in very slow <e2>incorporation</e2> of the free ZrO2 , probably by replacement of Na+ from the zirconium sites .
Located-Of(e1,e2)	It would appear that the stoichiometric compositions observed in the scandium substituted NASlCONs results from the <e1>Sc3+</e1> occupying <e2>Zr4+ sites</e2> and effectively excluding Na+ from doing so .
Cause-Effect(e1,e2)	<e1>Replacing Na</e1> with a large cation caused the dimension of <e2>the rhombohedral cell</e2> to increase but anomalously the a dimension decreased .
Located-Of(e1,e2)	<e1>Oxygen</e1> 1 is simultaneously bonded to P , MO , and <e2>Na atoms</e2> and the four atoms are coplanar .
Located-Of(e1,e2)	<e1>Oxygen</e1> 1 is simultaneously bonded to <e2>P</e2> , MO , and Na atoms and the four atoms are coplanar .
Located-Of(e1,e2)	Within the <e1>[BB'(PO4)3]</e1> skeleton , each M1 cavity is situated between two B(B')O6 octahedra along the c axis at the intersection of three <e2>conduction channels</e2> .
Located-Of(e1,e2)	Six <e1>M2 cavities</e1> with eightfold coordination are located between the <e2>[O3B(B')O3M1O3B(B')O3O3B(B')O3]</e2> ribbons and surround the M1 cavity .
Cause-Effect(e1,e2)	In the spectra of aluminum- and chromium containing phosphates Na2<e1>Al</e1>3/2Ta1/2(PO4)3 and Na2Cr3/2Ta1/2(PO4)3 , the bands of <e2>asymmetric stretching vibrations</e2> are blue - shifted owing to the smaller sizes of Al and Cr cations .
Located-Of(e1,e2)	The non-incorporated <e1>Al</e1> is present in the <e2>crystalline side phases</e2> ( f.i. AlPO4 ) and in an amorphous fraction ( likely sodium aluminate and sodium aluminum phosphate ) .
Cause-Effect(e1,e2)	The <e1>ionic radius</e1> of Al3z ( 0.535 A ) is smaller than that of Ti4z ( 0.605 A ) which explains the <e2>volume contraction</e2> with Al .
Located-Of(e1,e2)	The extra <e1>Na content</e1> , to compensate the Ti substitution by Al , was placed in the <e2>M2 site</e2> .
Located-Of(e1,e2)	In the rhombohedral modification ( the structural type NaZr2(PO4)3 ( NZP ) of the mineral kosnarite ) , all <e1>dimers</e1> are oriented parallel to the single threefold axis and are located at the <e2>vertices</e2> and the center of an elementary rhombohedron .
Hyponym-Of(e1,e2)	The <e1>compounds</e1> are classified with the <e2>NaZr2(PO4)3</e2> structure type ( NZP , space group R3c ) .
Other	The powder XRD data showed that monophases of composition <e1>Na1-xCsxZr2P3O12</e1> are isostructural to NaZr2(PO4)3 but beyond x = 0.4 secondary phase of cesium zirconium phosphate ( <e2>CsZr2P3O12</e2> ) begins to appear along with NZP .
Hyponym-Of(e1,e2)	The family of the mineral kosnarite <e1>KZr2(PO4)3</e1> , often called <e2>NZP</e2> after the first synthesized analog with similar composition NaZr2(PO4)3 , comprises compounds and solid solutions described by the crystal chemical formula (M1)0M2)0{[L2(TO4)3]^p }3O , where { [L2(TO4)3]p }3O is the structure framework ( is the framework charge ) and (M1)0 , (M2)0 are the types of extraframework cationic positions with indication of the number of occupied sites .
Hyponym-Of(e2,e1)	The family of the mineral kosnarite <e1>KZr2(PO4)3</e1> , often called NZP after the first synthesized analog with similar composition NaZr2(PO4)3 , comprises compounds and solid solutions described by the crystal chemical formula (M1)0M2)0{[L2(TO4)3]^p }3O , where { <e2>[L2(TO4)3]p }3O</e2> is the structure framework ( is the framework charge ) and (M1)0 , (M2)0 are the types of extraframework cationic positions with indication of the number of occupied sites .
Hyponym-Of(e1,e2)	The <e1>sodium zirconium phosphate structural</e1> family <e2>NZP</e2> , of which NaZr2(PO4)3 is the parent composition , is well known for its ionic conductivity , low thermal expansion , and structural flexibility to accommodate a large number of multivalent ions .
Feature-Of(e1,e2)	The <e1>sodium zirconium phosphate structural</e1> family NZP , of which NaZr2(PO4)3 is the parent composition , is well known for its <e2>ionic conductivity</e2> , low thermal expansion , and structural flexibility to accommodate a large number of multivalent ions .
Method-Of(e1,e2)	High pressure <e1>X-ray diffraction</e1> studies on RbTi2(PO4)3 which is isostructural to NaZr2(PO4)3 showed a subtle reversible <e2>phase transition</e2> to R3 symmetry around 1.7 GPa that was attributed to distortion of polyhedra and collapse of cavities around Rb cations .
Hyponym-Of(e1,e2)	<e1>NaZr2(PO4)3</e1> crystallizes in a rhombohedral structure with <e2>space group R-3c</e2> .
Hyponym-Of(e2,e1)	NaZr2(PO4)3 ( <e1>NZP</e1> ) belongs to the broad <e2>NASICON family</e2> with corner sharing PO4 tetrahedra , ZrO6 octahedra and Na in large interstitial cavities defined by Zr-P network .
Hyponym-Of(e1,e2)	NaZr2(PO4)3 ( NZP ) belongs to the broad <e1>NASICON family</e1> with corner sharing PO4 tetrahedra , <e2>ZrO6 octahedra</e2> and Na in large interstitial cavities defined by Zr-P network .
Cause-Effect(e1,e2)	Hence the effect of <e1>pressure</e1> on <e2>NaZr2(PO4)3</e2> is found to be primarily due to the size of alkali cation .
Feature-Of(e1,e2)	The crystalline compounds of mineral kosnarite KZr2(PO4)3 ( synthetic analog is <e1>NaZr2(PO4)3</e1> , known as NZP / NASICON ) type structure are of interest as constructional and functional ceramics due to their stability to the extreme environmental conditions ( high temperature and pressure , aggressive media , radiation ) , near - zero <e2>thermal expansion</e2> , low thermal conductivity , superionic conductivity , etc .
Feature-Of(e1,e2)	The crystalline compounds of mineral kosnarite KZr2(PO4)3 ( synthetic analog is <e1>NaZr2(PO4)3</e1> , known as NZP / NASICON ) type structure are of interest as constructional and functional ceramics due to their <e2>stability</e2> to the extreme environmental conditions ( high temperature and pressure , aggressive media , radiation ) , near - zero thermal expansion , low thermal conductivity , superionic conductivity , etc .
Feature-Of(e1,e2)	The crystalline compounds of mineral kosnarite KZr2(PO4)3 ( synthetic analog is <e1>NaZr2(PO4)3</e1> , known as NZP / NASICON ) type structure are of interest as constructional and functional ceramics due to their stability to the extreme environmental conditions ( high temperature and pressure , aggressive media , radiation ) , near - zero thermal expansion , low <e2>thermal conductivity</e2> , superionic conductivity , etc .
Feature-Of(e1,e2)	The crystalline compounds of mineral kosnarite KZr2(PO4)3 ( synthetic analog is <e1>NaZr2(PO4)3</e1> , known as NZP / NASICON ) type structure are of interest as constructional and functional ceramics due to their stability to the extreme environmental conditions ( high temperature and pressure , aggressive media , radiation ) , near - zero thermal expansion , low thermal conductivity , <e2>superionic conductivity</e2> , etc .
Used-For(e1,e2)	The <e1>atom coordinates</e1> of LiZr2(PO4)3 and NaZr2(PO4)3 were used as the basic mod els for crystal structure refinement of <e2>vanadate phosphates</e2> .
Hyponym-Of(e1,e2)	The family of the mineral kosnarite KZr2(PO4)3 , which is often called <e1>NZP</e1> after the first synthesized isoformula analog <e2>NaZr2(PO4)3</e2> ( space group a = 8.8045(3) , c = 22.7581(7) ) , is a classical object of investigation of isomorphism owing to its pronounced tendency of ion substitution in any of crystal lographic sites with retention of the structural motif .
Method-Of(e1,e2)	<e1>X-ray powder patterns</e1> of NaZr2(AsO4)3 and <e2>NaZr2(PO4)3</e2> .
Method-Of(e1,e2)	<e1>Raman spectra</e1> of <e2>NaZr2(PO4)3</e2> and NaZr2(AsO4)3 .
Cause-Effect(e1,e2)	When X is <e1>As</e1> , <e2>the lengths of the O-O tetrahedron edges</e2> increase , consequently the cell parameters of NaZr2(AsO4)3 are superior to those of NaZr2(PO4)3 .
Hyponym-Of(e2,e1)	The value of <e1>3.2 g / cm</e1> for the <e2>density</e2> of NaZr2(PO4)3 found from the apparent loss of weight in benzene , corresponds to six formula units in the unit cell ( Qcalc = 3.18 g / cm3 ).
Cause-Effect(e2,e1)	Apparently , the usability of NaTi2(PO4)3 and NaZr2(PO4)3 compounds to build ceramics with very <e1>low thermal expansion</e1> lies not only in the <e2>topology of bonds</e2> in the NZP structure , but also in the relative rigidity of the O-M-O bond angles , to prevent the skeleton to distort and become closer packed .
Other	Both phases above and below the transition point are rhombohedral and , as the <e1>lattice thermal expansion of the high temperature phase</e1> is like those of <e2>NaTi2(PO4)3</e2> and NaZr2(PO4)3 , it has been suggested that these three phases are isostructural ( 1 ) , with NZP structure ( 2 ) .
Other	Both phases above and below the transition point are rhombohedral and , as the <e1>lattice thermal expansion of the high temperature phase</e1> is like those of NaTi2(PO4)3 and <e2>NaZr2(PO4)3</e2> , it has been suggested that these three phases are isostructural ( 1 ) , with NZP structure ( 2 ) .
Located-Of(e2,e1)	In the high temperature form , the <e1>two-fold axes</e1> [2110] fix the possible rotation of the <e2>phosphate groups</e2> to such axes , but in the low temperature form , there is no restriction and the rotation of the O21 - O22 edge has a component around the [0001] direction nine times bigger than the component around the [2110] direction ( the only rotation present in the NaTi2(PO4)3 and NaZr2(PO4)3 compounds ) .
Hyponym-Of(e1,e2)	The <e1>NaZr2(PO4)3</e1> type structure ( NZP ) is formed by an extraordinary range of discrete compositions and <e2>crystalline solutions</e2> ( 1 ) .
Condition-On(e2,e1)	( ii ) What is the structural meaning of the <e1>deflection</e1> at <e2>200 <nUm></e2> , not being present in the isomorphous NaZr2(PO4)3 ( 3 ) neither in the dilatometric curve ? .
Condition-On(e1,e2)	Both <e1>rhombohedral and cubic modifications</e1> are observed in phosphates containing cations in the oxidation states from <e2>+ 4</e2> to + 1 .
Cause-Effect(e1,e2)	This weak effect is due to the fact that the <e1>covalent chemical bonds</e1> in the framework are far stronger than <e2>the bonds formed by the extraframework cations</e2> .
Hyponym-Of(e1,e2)	The <e1>NZP structure</e1> is distinguished by its <e2>high isomorphic capacity</e2> for different types of cations with different sizes and oxidation numbers : cations , either individually or in combinations , can occupy the framework and extraframework positions .
Hyponym-Of(e1,e2)	The basic <e1>framework</e1> of NZP accepts cations of different sizes and <e2>oxidation states</e2> to form solid solutions with the overall geometry retained .
Cause-Effect(e2,e1)	It might be expected that compositions with cations of a similar size have a <e1>higher conductivity</e1> than those which contain cations of very <e2>different sizes</e2> due to the different Coulombic and steric interactions along the conduction pathway .
Cause-Effect(e2,e1)	It might be expected that compositions with cations of a similar size have a <e1>higher conductivity</e1> than those which contain cations of very different sizes due to the <e2>different Coulombic</e2> and steric interactions along the conduction pathway .
Method-Of(e1,e2)	<e1>Tantalum oxide</e1> was obtained by <e2>burning</e2> shavings of metallic tantalum in air at 600 to 700 C .
Condition-On(e1,e2)	<e1>Tantalum oxide</e1> was obtained by burning shavings of metallic tantalum in <e2>air</e2> at 600 to 700 C .
Method-Of(e1,e2)	The thus prepared niobium , tantalum , <e1>iron</e1> , and chromium oxides were identified by <e2>X-ray diffraction</e2> .
Method-Of(e1,e2)	The thus prepared <e1>niobium</e1> , tantalum , iron , and chromium oxides were identified by <e2>X-ray diffraction</e2> .
Located-Of(e1,e2)	A characteristic fragment of the frameworks of the rhombohedral and <e1>cubic modifications</e1> of [T2(PO4)3] is a dimer composed of two <e2>TO6 octahedra</e2> linked by three bridge PO4 tetrahedra .
Located-Of(e2,e1)	Aggregation of polyhedra into a <e1>3D framework</e1> occurs in both cases by <e2>sharing terminal oxygen atoms of neighboring dimers</e2> .
Cause-Effect(e1,e2)	In general , cations with <e1>smaller radii</e1> pull the <e2>electron density</e2> away from oxygen atoms more effectively , leaving the phosphorus atoms more positively charged .
Located-Of(e1,e2)	This is due to the fact that in the NZP type framework structure , the <e1>M+ cation</e1> is located within infinite columns of the <e2>ZrO6 octahedra</e2> and (P,V)O4 tetrahedra , which are combined through common oxygen atoms and are parallel to axis 3 ( axis of the unit cell ) .
Hyponym-Of(e1,e2)	Its <e1>crystal structure</e1> is formed by a framework of nearly regular <e2>ZrO6 octahedra</e2> combined by sharing oxygen atoms ( Zr-O , 2.06 ) and distorted (P,V)O4 tetrahedra in which the ( P,V ) atoms are surrounded by two pairs of equally distant oxygen atoms ( ( P,V ) - O , 1.53 - 1.61 ) .
Hyponym-Of(e1,e2)	Its <e1>crystal structure</e1> is formed by a framework of nearly regular ZrO6 octahedra combined by sharing oxygen atoms ( Zr-O , 2.06 ) and distorted <e2>(P,V)O4 tetrahedra</e2> in which the ( P,V ) atoms are surrounded by two pairs of equally distant oxygen atoms ( ( P,V ) - O , 1.53 - 1.61 ) .
Located-Of(e1,e2)	Between two Zr06 octahedra the <e1>Nal - site</e1> is located in a destorted <e2>octahedron</e2> of oxygen atoms .
Located-Of(e1,e2)	A second <e1>Na site</e1> ( Na2 , in Fig1. signed ) is coordinated by a <e2>wide cage</e2> of 8 oxygen atoms .
Cause-Effect(e1,e2)	This is obviously the normal consequence of the presence of a partially occupied site because vacant <e1>cationic sites</e1> can be equated to negative charges which repulse surrounding <e2>oxygen atoms</e2> .
Cause-Effect(e2,e1)	The low <e1>activation energy</e1> of alumina may be at least partly due to the fact that all the oxygen atoms neighboring the <e2>alkali ions</e2> , except those in sites 2c of space group P63 / mmc , are bonded by three aluminum atoms that polarize the O = ion charge density away from the alkali ion .
Located-Of(e1,e2)	It is also octahedrally coordinated by <e1>6Na2(rhomb)</e1> = 2Na2(mono) + 4Na3(mono) sites located in the same <e2>rhombohedral</e2> basal plane as the nearest neighbor oxygen atoms .
Located-Of(e1,e2)	It is also octahedrally coordinated by 6Na2(rhomb) = <e1>2Na2(mono)</e1> + 4Na3(mono) sites located in the same <e2>rhombohedral</e2> basal plane as the nearest neighbor oxygen atoms .
Located-Of(e1,e2)	The <e1>sodium atoms</e1> are octahedrally surrounded by <e2>oxygen atoms</e2> .
Located-Of(e1,e2)	Such <e1>groups</e1> are mutually linked in the c direction by <e2>PO4 tetrahedra</e2> in such a way that empty trigonal prisms of oxygen atoms are formed .
Hyponym-Of(e1,e2)	Since each 18 fold position adjoins two sixfold positions , the <e1>structural fragment</e1> of two sodium atoms and four oxygen atoms , multiplied by the symmetry elements , produces <e2>three dimensional infinite channels</e2> in the crystal .
Cause-Effect(e2,e1)	From an analysis of the interatomic distances in NZP phosphates of titanium and alkali metals , it is evident that the framework cation oxygen <e1>bond lengths</e1> are only weakly affected by the extraframework <e2>cation radius</e2> .
Other	The lower electrical conductivity of the A0.5A'0.5 Ti2(PO4)3 phosphates compared to the classical NASICON ionic conductors is likely due to the <e1>low concentration</e1> of <e2>mobile ions</e2> in the interstices and the smaller interstice sizes in the titanium - containing framework than in the zirconium compounds .
Cause-Effect(e2,e1)	The <e1>lower electrical conductivity</e1> of the A0.5A'0.5 Ti2(PO4)3 phosphates compared to the classical NASICON ionic conductors is likely due to the low concentration of <e2>mobile ions</e2> in the interstices and the smaller interstice sizes in the titanium - containing framework than in the zirconium compounds .
Method-Of(e2,e1)	The <e1>crystal structure</e1> ofa representative of an extensive group of isomorphous mixed phosphates containing alkali metals and germanium , titanium , zirconium or hafnium , has been determined from three dimensional <e2>X-ray</e2> data .
Feature-Of(e2,e1)	The <e1>crystal structure</e1> ofa representative of an extensive group of isomorphous mixed phosphates containing alkali metals and germanium , titanium , <e2>zirconium</e2> or hafnium , has been determined from three dimensional X-ray data .
Method-Of(e1,e2)	Besides the nasicon type oxides <e1>A1+x(M,M')2P3O12</e1> isolated for A = Li , Na ; M = Ti , Zr , Hf and M = Mg , Cr , Ga , In , Yb , titano phosphates Nal+xTi2P3O12 belonging to this structural type , and characterized by a mixed valence of titanium were recently synthesized by <e2>solid state reaction</e2> , by electrochemical reaction and reaction with organometallic compounds .
Method-Of(e1,e2)	Besides the nasicon type oxides <e1>A1+x(M,M')2P3O12</e1> isolated for A = Li , Na ; M = Ti , Zr , Hf and M = Mg , Cr , Ga , In , Yb , titano phosphates Nal+xTi2P3O12 belonging to this structural type , and characterized by a mixed valence of titanium were recently synthesized by solid state reaction , by <e2>electrochemical reaction</e2> and reaction with organometallic compounds .
Located-Of(e2,e1)	( 2 ) In both compounds , the lattice parameters of the Li+ exchanged products indicate that the Li + ions occupy different <e1>lattice positions</e1> than the <e2>Na + ions</e2> .
Cause-Effect(e2,e1)	The <e1>electrical conductivity</e1> of the A0.5A'0.5Ti2(PO4)3 phosphates is significantly affected by the A and A <e2>alkali cation</e2> sizes .
Method-Of(e2,e1)	Syntheses of <e1>ASnFe(PO4)3</e1> were carried out using conventional <e2>solid state reaction techniques</e2> .
Located-Of(e2,e1)	The three materials exhibit the <e1>Nasicon type structure</e1> with a <e2>random distribution</e2> of Sn(Fe) within the framework .
Other	Close examination of the atomic positions and interatomic distances shows that the main differences between both CdSnFe(PO4)3 and ( <e1>Na2SnFe(PO4)3</e1> or CaSnFe(PO4)3 ) structures are in the <e2>ribbons</e2> parallel to the c axis .
Cause-Effect(e1,e2)	In the case of CdSnFe(PO4)3 , XRD data can not distinguish , without difficulty , between the two isoelectronic Cd2+ and Sn4+ cations but analysis of cation and <e1>anion distances</e1> found after structure determination permits a conclusion about the <e2>cationic distribution</e2> .
Cause-Effect(e1,e2)	The end members , and <e1>x = 3</e1> , crystallize in the rhombohedral space group R-c and exhibit <e2>low Na+ conduction</e2> .
Cause-Effect(e1,e2)	The <e1>Na-O distances</e1> of 2.522A are rather large in agreement with a possible <e2>mobility of Na+</e2> through this framework .
Cause-Effect(e2,e1)	The <e1>ionic conductivities</e1> of Na+ are low as is expected in a NASICON framework built up by <e2>small octahedral metals</e2> .
Hyponym-Of(e1,e2)	The ionic conductivities of Na+ are low as is expected in a <e1>NASICON framework</e1> built up by small <e2>octahedral metals</e2> .
Hyponym-Of(e1,e2)	The charge compensating <e1>A cations</e1> occupy two types of sites , <e2>M1</e2> and M2 ( 1 : 3 multiplicity ) , in interconnected channels formed by corner sharing PO4 tetrahedra and BO6 octahedra .
Hyponym-Of(e1,e2)	The charge compensating <e1>A cations</e1> occupy two types of sites , M1 and <e2>M2</e2> ( 1 : 3 multiplicity ) , in interconnected channels formed by corner sharing PO4 tetrahedra and BO6 octahedra .
Located-Of(e1,e2)	<e1>M1 sites</e1> are surrounded by <e2>six oxygens</e2> and located at an inversion center and M2 sites are symmetrically distributed around three-fold axis of the structure with ten-fold oxygen coordination .
Hyponym-Of(e1,e2)	In the <e1>NASICON structure</e1> each <e2>tetrahedron</e2> shares oxygens with four octahedra : two in the same M2(PO4)3 unit and two with Other adjacent units .
Located-Of(e1,e2)	<e1>Na ions</e1> at the <e2>M1 sites</e2> are coordinated by a trigonal antiprism of oxygens and at the M2 site has a distorted 8-fold coordination .
Located-Of(e1,e2)	<e1>Na ions</e1> at the M1 sites are coordinated by a trigonal antiprism of oxygens and at the <e2>M2 site</e2> has a distorted 8-fold coordination .
Cause-Effect(e2,e1)	As the <e1>thermo mechanical properties</e1> in these materialslye mainly in the <e2>rotations</e2> of such polyhedra , we have had to look for a more sensible technique able to locate precisely the oxygens .
Method-Of(e1,e2)	To solve the structure of the low temperature form of NaSn2(PO4) 3 , it has been necessary to obtain the <e1>Neutron diffraction profile</e1> because it depends on the <e2>oxygens contribution</e2> much more than what the X-ray diffraction profile does .
Hyponym-Of(e1,e2)	Schioler ( 7 ) included two more <e1>oxygens</e1> in the <e2>coordination sphere</e2> at distances of 3.22 while Tranqui et al.
Hyponym-Of(e1,e2)	There are eight <e1>oxygens</e1> at distances of 2.43 to 2.94 forming an <e2>irregular polyhedron</e2> .
Cause-Effect(e2,e1)	Due to the under occupation of the Zr site the charge is not <e1>balanced Compensation</e1> can be achieved by the addition of more <e2>cations</e2> or by partial substitution of the oxygens through monovalent anions .
Cause-Effect(e1,e2)	The <e1>geometrical bottleneck</e1> for the diffusion is the triangle formed by the oxygens of the <e2>Na06 octahedron</e2> and the opening of the bottleneck seems to be associated with the increase of the parameter .
Method-Of(e1,e2)	Thermally stable <e1>Na3Cr2(PO4)3</e1> nano-crystallites are synthesized through novel <e2>solution combustion technique</e2> using glycine fuel in three molar ratios .
Method-Of(e2,e1)	By novel <e1>solution combustion</e1> method <e2>Na3Cr2(PO4)3 nanocrystallites</e2> are synthesized for the first time in a stable rhombohedral phase .
Method-Of(e1,e2)	Rietveld refinement of room temperature <e1>XRD</e1> unveils Na3Cr2(PO4)3 structure to be of <e2>rhombohedral phase</e2> with R3-c space group .
Cause-Effect(e1,e2)	A <e1>tensile stretch</e1> along tae Cr axis is accompanied by a <e2>contraction</e2> in the basal plane .
Located-Of(e1,e2)	In the second place , the Cr axis for M = Li + is anomalously large , even though the cell volume is small , which indicates that the <e1>Li+ ions</e1> occupy different positions in the <e2>interstitial space</e2> .
Hyponym-Of(e1,e2)	The kos narite structure framework <e1>KZr2(PO4)3</e1> is composed of vertexsharing isolated <e2>PO4 tetrahedra</e2> and ZrO6 octahedra .
Method-Of(e1,e2)	The results of <e1>powder X-ray diffraction</e1> indicate that in the NaZr2(AsO4)x(PO4)3-x system , the crystal phases with the <e2>kosnarite structure</e2> are formed at 600 <nUm> .
