rise,NN,O
to,TO,O
rotation,NN,B-Property
of,IN,O
the,DT,O
PO4,NNP,B-Structure
tetrahedra,NN,I-Structure
and,CC,O
leads,VBZ,O
to,TO,O
a,DT,O
distortion,NN,B-Property
of,IN,O
the,DT,O
[Sn(Fe)x(PO4)3],NNP,B-Composition
framework,NN,O
.,.,O
 , , 
The,DT,O
increase,NN,O
of,IN,O
the,DT,O
M1,NNP,B-Structure
site,NN,I-Structure
size,NN,B-Property
in,IN,O
Na2SnFe(PO4)3,NNP,B-Composition
is,VBZ,O
characterized,VBN,O
by,IN,O
oxygen,NN,B-Property
displacements,NNS,I-Property
perpendicular,JJ,I-Property
to,TO,O
the,DT,O
c,NN,O
ores,NN,O
which,WDT,O
give,VBP,O
rise,NN,O
to,TO,O
rotation,NN,B-Property
of,IN,O
the,DT,O
Ni,NNP,B-Structure
tetrahedra,NN,I-Structure
and,CC,O
leads,VBZ,O
to,TO,O
a,DT,O
distortion,NN,B-Property
of,IN,O
the,DT,O
[Sn(Fe)x(PO4)3],NNP,B-Composition
framework,NN,O
.,.,O
 , , 
It,PRP,O
should,MD,O
be,VB,O
noticed,VBN,O
that,IN,O
within,IN,O
the,DT,O
Nasicon,NNP,B-Feature
framework,NN,I-Feature
",",",",O
there,EX,O
are,VBP,O
four,CD,O
interconnected,JJ,O
cation,NN,B-Structure
sites,NNS,I-Structure
",",",",O
usually,RB,O
labeled,VBN,O
M1,NNP,B-Structure
(,(,O
one,CD,B-Feature
per,IN,I-Feature
formula,NN,I-Feature
unit,NN,I-Feature
),),O
and,CC,O
M2,NNP,B-Structure
(,(,O
three,CD,B-Feature
per,IN,I-Feature
formula,NN,I-Feature
unit,NN,I-Feature
),),O
which,WDT,O
can,MD,O
be,VB,O
represented,VBN,O
by,IN,O
the,DT,O
crystallographic,JJ,O
[M2]3[M]BB'(PO4)3,NNP,B-Composition
formula,NN,O
.,.,O
 , , 
It,PRP,O
should,MD,O
be,VB,O
noticed,VBN,O
that,IN,O
within,IN,O
the,DT,O
Nasicon,NNP,B-Feature
framework,NN,I-Feature
",",",",O
there,EX,O
are,VBP,O
four,CD,O
interconnected,JJ,O
formula,NN,B-Structure
sites,NNS,I-Structure
",",",",O
usually,RB,O
containing,VBN,O
M1,NNP,B-Structure
(,(,O
one,CD,B-Feature
per,IN,I-Feature
formula,NN,I-Feature
unit,NN,I-Feature
),),O
and,CC,O
M2,NNP,B-Structure
(,(,O
three,CD,B-Feature
per,IN,I-Feature
formula,NN,I-Feature
unit,NN,I-Feature
),),O
which,WDT,O
cannot,MD,O
be,VB,O
represented,VBN,O
by,IN,O
the,DT,O
prefix,JJ,O
prefix,NNP,B-Composition
formula,NN,O
.,.,O
 , , 
The,DT,O
crystal,JJ,B-Structure
structures,NNS,I-Structure
of,IN,O
ASnFe(PO4)3,NNP,B-Composition
phases,NNS,B-Structure
",",",",O
obtained,VBN,O
by,IN,O
conventional,JJ,O
solid,JJ,B-Processing
state,NN,I-Processing
reaction,NN,I-Processing
techniques,NNS,I-Processing
were,VBD,O
determined,VBN,O
at,IN,O
room,NN,B-Condition
temperature,NN,I-Condition
from,IN,O
X-ray,JJ,B-Characterization
powder,NN,I-Characterization
diffraction,NN,I-Characterization
(,(,O
XRD,NNP,B-Characterization
),),O
using,VBG,O
Rietveld,NNP,B-Characterization
analysis,NN,I-Characterization
.,.,O
 , , 
The,DT,O
crystal,JJ,B-Structure
structures,NNS,I-Structure
of,IN,O
these,NNP,B-Composition
phases,NNS,B-Structure
",",",",O
obtained,VBN,O
by,IN,O
pure,JJ,O
solid,JJ,B-Processing
state,NN,I-Processing
chemistry,NN,I-Processing
",",NNS,I-Processing
were,VBD,O
determined,VBN,O
at,IN,O
room,NN,B-Condition
temperature,NN,I-Condition
from,IN,O
optical,JJ,B-Characterization
resonance,NN,I-Characterization
diffraction,NN,I-Characterization
(,(,O
XRD,NNP,B-Characterization
),),O
using,VBG,O
Rietveld,NNP,B-Characterization
analysis,NN,I-Characterization
.,.,O
 , , 
The,DT,O
three,CD,O
materials,NNS,O
exhibit,VBP,O
the,DT,O
Nasicon,NNP,B-Structure
type,NN,I-Structure
structure,NN,I-Structure
with,IN,O
a,DT,O
random,JJ,B-Property
distribution,NN,I-Property
of,IN,O
Sn(Fe),NNP,B-Composition
within,IN,O
the,DT,O
framework,NN,O
.,.,O
 , , 
The,DT,O
graphene,CD,O
materials,NNS,O
exhibit,VBP,O
the,DT,O
graphene,NNP,B-Structure
type,NN,I-Structure
structure,NN,I-Structure
with,IN,O
a,DT,O
random,JJ,B-Property
distribution,NN,I-Property
among,IN,O
atoms,NNP,B-Composition
within,IN,O
the,DT,O
atoms,NN,O
.,.,O
 , , 
Within,IN,O
the,DT,O
Nasicon,NNP,B-Feature
framework,NN,I-Feature
",",",",O
there,EX,O
are,VBP,O
interconnected,JJ,O
interstitial,JJ,B-Structure
sites,NNS,I-Structure
usually,RB,O
labeled,VBN,O
M1,NNP,B-Structure
and,CC,O
M2,NNP,B-Structure
through,IN,O
which,WDT,O
A,DT,B-Composition
cation,NN,I-Composition
can,MD,O
diffuse,VB,O
",",",",O
giving,VBG,O
rise,NN,O
to,TO,O
a,DT,O
fast,JJ,O
ion,NN,B-Property
conductivity,NN,I-Property
.,.,O
 , , 
Within,IN,O
the,DT,O
Nasicon,NNP,B-Feature
zone,NN,I-Feature
",",",",O
there,EX,O
are,VBP,O
four,JJ,O
interstitial,JJ,B-Structure
sites,NNS,I-Structure
collectively,RB,O
labeled,VBN,O
M1,NNP,B-Structure
and,CC,O
M2,NNP,B-Structure
through,IN,O
which,WDT,O
A,DT,B-Composition
cation,NN,I-Composition
can,MD,O
diffuse,VB,O
",",",",O
giving,VBG,O
stability,NN,O
to,TO,O
a,DT,O
fast,JJ,O
ion,NN,B-Property
transfer,NN,I-Property
().,.,O
 , , 
The,DT,O
localisation,NN,O
",",",",O
of,IN,O
Na+,NNP,B-Composition
within,IN,O
M1,NNP,B-Structure
and,CC,O
M2,NNP,B-Structure
sites,NNS,I-Structure
of,IN,O
Na2SnFe(PO4)3,NNP,B-Composition
",",",",O
and,CC,O
Ca2+,NNP,B-Composition
in,IN,O
M1,NNP,B-Structure
sites,NNS,I-Structure
of,IN,O
CaSnFe(PO4)3,NNP,B-Composition
",",",",O
has,VBZ,O
been,VBN,O
proved,VBN,O
from,IN,O
powder,JJR,B-Characterization
X-ray,JJ,I-Characterization
diffraction,NN,I-Characterization
data,NNS,O
.,.,O
 , , 
The,DT,O
localisation,NN,O
deposition,",",O
of,IN,O
Na+,NNP,B-Composition
within,IN,O
M1,NNP,B-Structure
and,CC,O
downstream,NNP,B-Structure
site,NNS,I-Structure
of,IN,O
Na2SnFe(PO4)3,NNP,B-Composition
deposition,",",O
and,CC,O
deposition,NNP,B-Composition
in,IN,O
M1,NNP,B-Structure
site,NNS,I-Structure
of,IN,O
CaSnFe(PO4)3,NNP,B-Composition
deposition,",",O
has,VBZ,O
been,VBN,O
proved,VBN,O
from,IN,O
observed,JJR,B-Characterization
X-ray,JJ,I-Characterization
diffraction,NN,I-Characterization
data,NNS,O
:,.,O
 , , 
In,IN,O
the,DT,O
case,NN,O
of,IN,O
CdSnFe(PO4)3,NNP,B-Composition
",",",",O
XRD,NNP,B-Characterization
data,NNS,O
can,MD,O
not,RB,O
distinguish,VB,O
",",",",O
without,IN,O
difficulty,NN,O
",",",",O
between,IN,O
the,DT,O
two,CD,O
isoelectronic,JJ,O
Cd2+,NNP,B-Composition
and,CC,O
Sn4+,NNP,B-Composition
cations,NNS,I-Composition
but,CC,O
analysis,NN,O
of,IN,O
cation,NN,B-Composition
and,CC,O
anion,NN,B-Property
distances,NNS,I-Property
found,VBD,O
after,IN,O
structure,NN,O
determination,NN,O
permits,VBZ,O
a,DT,O
conclusion,NN,O
about,IN,O
the,DT,O
cationic,JJ,B-Property
distribution,NN,I-Property
.,.,O
 , , 
In,IN,O
the,DT,O
case,NN,O
of,IN,O
CdSnFe(PO4)3,NNP,B-Composition
"(),",",",O
structural,NNP,B-Characterization
data,NNS,O
can,MD,O
not,RB,O
distinguish,VB,O
"(),",",",O
without,IN,O
difficulty,NN,O
"(),",",",O
between,IN,O
the,DT,O
two,CD,O
isoelectronic,JJ,O
Cd2+,NNP,B-Composition
and,CC,O
Sn4+,NNP,B-Composition
structures,NNS,I-Composition
but,CC,O
analysis,NN,O
of,IN,O
entropy,NN,B-Composition
and,CC,O
anion,NN,B-Property
icity,NNS,I-Property
found,VBD,O
after,IN,O
structure,NN,O
determination,NN,O
permits,VBZ,O
a,DT,O
prediction,NN,O
about,IN,O
the,DT,O
cationic,JJ,B-Property
distribution,NN,I-Property
.,.,O
 , , 
In,IN,O
the,DT,O
case,NN,O
of,IN,O
ASnFe(PO4)3,NNP,B-Composition
materials,NNS,O
",",",",O
the,DT,O
present,JJ,O
example,NN,O
of,IN,O
structural,JJ,O
analysis,NN,O
shows,VBZ,O
how,WRB,O
the,DT,O
overall,JJ,O
set,NN,O
of,IN,O
distance,NN,B-Property
values,NNS,I-Property
",",",",O
found,VBN,O
after,IN,O
structural,JJ,B-Characterization
refinements,NNS,I-Characterization
",",",",O
and,CC,O
calculated,VBD,O
bond,NN,B-Characterization
valence,NN,I-Characterization
sums,NNS,I-Characterization
(,(,O
BVS,NNP,B-Characterization
),),O
can,MD,O
give,VB,O
effective,JJ,O
support,NN,O
for,IN,O
structural,JJ,O
determination,NN,O
when,WRB,O
it,PRP,O
is,VBZ,O
difficult,JJ,O
to,TO,O
distinguish,VB,O
",",",",O
from,IN,O
powder,NN,O
XRD,NNP,B-Characterization
data,NN,O
",",",",O
between,IN,O
elements,NNS,O
of,IN,O
neighbouring,VBG,O
atomic,JJ,O
number,NN,O
in,IN,O
the,DT,O
periodic,JJ,O
table,NN,O
.,.,O
 , , 
In,IN,O
the,DT,O
case,NN,O
of,IN,O
ASnFe(PO4)3,NNP,B-Composition
materials,NNS,O
",",",",O
the,DT,O
present,JJ,O
example,NN,O
of,IN,O
spectral,JJ,O
analysis,NN,O
shows,VBZ,O
how,WRB,O
the,DT,O
overall,JJ,O
set,NN,O
of,IN,O
distance,NN,B-Property
values,NNS,I-Property
",",",",O
found,VBN,O
after,IN,O
spectral,JJ,B-Characterization
refinements,NNS,I-Characterization
",",",",O
and,CC,O
calculated,VBD,O
bond,NN,B-Characterization
valence,NN,I-Characterization
sums,NNS,I-Characterization
/(,(,O
BVS,NNP,B-Characterization
),),O
can,MD,O
give,VB,O
effective,JJ,O
explanations,NN,O
for,IN,O
spectral,JJ,O
determination,NN,O
when,WRB,O
it,PRP,O
ism,VBZ,O
difficult,JJ,O
to,TO,O
distinguish,VB,O
",",",",O
from,IN,O
powder,NN,O
XRD,NNP,B-Characterization
data,NN,O
",",",",O
between,IN,O
elements,NNS,O
of,IN,O
neighbouring,VBG,O
atomic,JJ,O
number,NN,O
rang,IN,O
the,DT,O
periodic,JJ,O
table,NN,O
.,.,O
 , , 
The,DT,O
fact,NN,O
that,IN,O
the,DT,O
amplitude,NN,B-Property
of,IN,O
X-ray,JJ,B-Characterization
scattering,NN,I-Characterization
by,IN,O
an,DT,O
element,NN,O
is,VBZ,O
proportional,JJ,O
to,TO,O
its,PRP$,O
atomic,JJ,B-Composition
number,NN,O
sets,VBZ,O
a,DT,O
severe,JJ,O
limitation,NN,O
on,IN,O
the,DT,O
amount,NN,O
of,IN,O
information,NN,O
which,WDT,O
can,MD,O
be,VB,O
obtained,VBN,O
by,IN,O
X-ray,JJ,B-Characterization
investigations,NNS,O
of,IN,O
substances,NNS,O
containing,VBG,O
atoms,NNS,B-Composition
of,IN,O
neighbouring,VBG,O
atomic,JJ,O
number,NN,O
.,.,O
 , , 
simple,DT,O
fact,NN,O
of,IN,O
the,DT,O
amplitude,NN,B-Property
of,IN,O
X-ray,JJ,B-Characterization
scattering,NN,I-Characterization
by,IN,O
an,DT,O
object,NN,O
is,VBZ,O
equal,JJ,O
to,TO,O
its,PRP$,O
atomic,JJ,B-Composition
number,NN,O
sets,VBZ,O
a,DT,O
severe,JJ,O
limitation,NN,O
on,IN,O
the,DT,O
amount,NN,O
of,IN,O
information,NN,O
which,WDT,O
might,MD,O
be,VB,O
obtained,VBN,O
by,IN,O
X-ray,JJ,B-Characterization
investigations,NNS,O
of,IN,O
substances,NNS,O
containing,VBG,O
atoms,NNS,B-Composition
of,IN,O
neighbouring,VBG,O
atomic,JJ,O
number,NN,O
.,.,O
 , , 
XRD,JJ,B-Characterization
powder,NN,I-Characterization
data,NNS,O
of,IN,O
the,DT,O
three,CD,O
ASnFe(PO4)3,NNP,B-Composition
phases,NNS,B-Structure
indicated,VBD,O
that,IN,O
they,PRP,O
were,VBD,O
highly,RB,O
crystalline,JJ,O
with,IN,O
their,PRP$,O
structure,NN,O
belonging,NN,O
to,TO,O
the,DT,O
rhombohedral,JJ,B-Feature
Nasicon,NNP,I-Feature
type,NN,I-Feature
.,.,O
 , , 
XRD,JJ,B-Characterization
powder,NN,I-Characterization
analysis,NNS,O
of,IN,O
their,DT,O
three,CD,O
ASnFe(PO4)3,NNP,B-Composition
phases,NNS,B-Structure
reveals,VBD,O
that,IN,O
they,PRP,O
were,VBD,O
highly,RB,O
crystalline,JJ,O
with,IN,O
their,PRP$,O
properties,NN,O
belonging,NN,O
to,TO,O
their,DT,O
rhombohedral,JJ,B-Feature
Nasicon,NNP,I-Feature
residues,NN,I-Feature
.,.,O
 , , 
Within,IN,O
the,DT,O
[BB'(PO4)3],NNP,B-Composition
skeleton,NN,O
",",",",O
each,DT,O
M1,NNP,B-Structure
cavity,NN,I-Structure
is,VBZ,O
situated,VBN,O
between,IN,O
two,CD,O
B(B')O6,NNP,B-Structure
octahedra,RB,I-Structure
along,IN,O
the,DT,O
c,NN,O
axis,NN,O
at,IN,O
the,DT,O
intersection,NN,O
of,IN,O
three,CD,O
conduction,NN,B-Structure
channels,NNS,I-Structure
.,.,O
 , , 
Within,IN,O
the,DT,O
[BB'(PO4)3],NNP,B-Composition
skeleton,NN,O
",",",",O
this,DT,O
internal,NNP,B-Structure
cavity,NN,I-Structure
is,VBZ,O
situated,VBN,O
between,IN,O
four,CD,O
B(B')O6,NNP,B-Structure
octahedra,RB,I-Structure
along,IN,O
the,DT,O
c,NN,O
ret,NN,O
at,IN,O
the,DT,O
intersection,NN,O
of,IN,O
three,CD,O
conduction,NN,B-Structure
channels,NNS,I-Structure
.,.,O
 , , 
Six,NNP,O
M2,NNP,B-Structure
cavities,NNS,I-Structure
with,IN,O
eightfold,JJ,B-Structure
coordination,NN,I-Structure
are,VBP,O
located,VBN,O
between,IN,O
the,DT,O
[O3B(B')O3M1O3B(B')O3O3B(B')O3],NNP,B-Composition
ribbons,NNS,O
and,CC,O
surround,VB,O
the,DT,O
M1,NNP,B-Structure
cavity,NN,I-Structure
.,.,O
 , , 
Six,NNP,O
M2,NNP,B-Structure
cavities,NNS,I-Structure
with,IN,O
eightfold,JJ,B-Structure
coordination,NN,I-Structure
are,VBP,O
wrapped,VBN,O
around,IN,O
each,DT,O
[O3B(B')O3M1O3B(B')O3O3B(B')O3],NNP,B-Composition
ribbons,NNS,O
which,CC,O
surround,VB,O
each,DT,O
M1,NNP,B-Structure
each,NN,I-Structure
.,.,O
 , , 
Syntheses,NNS,O
of,IN,O
ASnFe(PO4)3,NNP,B-Composition
were,VBD,O
carried,VBN,O
out,RP,O
using,VBG,O
conventional,JJ,O
solid,JJ,B-Processing
state,NN,I-Processing
reaction,NN,I-Processing
techniques,NNS,I-Processing
.,.,O
 , , 
Syntheses,NNS,O
of,IN,O
proteins,NNP,B-Composition
were,VBD,O
figured,VBN,O
down,RP,O
using,VBG,O
conventional,JJ,O
steady,JJ,B-Processing
chain,NN,I-Processing
reaction,NN,I-Processing
chains,NNS,I-Processing
.,.,O
 , , 
The,DT,O
most,RBS,O
significant,JJ,O
consequence,NN,O
of,IN,O
the,DT,O
difference,NN,O
in,IN,O
the,DT,O
spatial,JJ,B-Property
arrangement,NN,I-Property
of,IN,O
polyhedra,NN,B-Property
is,VBZ,O
the,DT,O
number,NN,O
of,IN,O
cavities,NNS,B-Property
formed,VBN,O
in,IN,O
the,DT,O
framework,NN,O
and,CC,O
their,PRP$,O
shape,NN,B-Property
.,.,O
 , , 
The,DT,O
most,RBS,O
significant,JJ,O
consequence,NN,O
for,IN,O
any,DT,O
difference,NN,O
between,IN,O
any,DT,O
spatial,JJ,B-Property
arrangement,NN,I-Property
for,IN,O
polyhedra,NN,B-Property
is,VBZ,O
any,DT,O
number,NN,O
for,IN,O
folds,NNS,B-Property
formed,VBN,O
between,IN,O
any,DT,O
framework,NN,O
and,CC,O
its,PRP$,O
shape,NN,B-Property
.,.,O
 , , 
In,IN,O
the,DT,O
spectrum,NN,B-Characterization
of,IN,O
the,DT,O
K2Al3/2Ta1/2(PO4)3,NNP,B-Composition
phosphate,NN,B-Feature
",",",",O
the,DT,O
central,JJ,B-Property
band,NN,I-Property
of,IN,O
the,DT,O
triplet,NN,O
is,VBZ,O
divided,VBN,O
into,IN,O
two,CD,O
weak,JJ,B-Property
bands,NNS,I-Property
",",",",O
one,CD,O
of,IN,O
which,WDT,O
may,MD,O
correspond,VB,O
to,TO,O
vibrations,NNS,O
of,IN,O
the,DT,O
Al,NNP,B-Property
bond,NN,I-Property
.,.,O
 , , 
In,IN,O
the,DT,O
spectrum,NN,B-Characterization
containing,IN,O
the,DT,O
ion,NNP,B-Composition
phosphate,NN,B-Feature
",",",",O
the,DT,O
central,JJ,B-Property
atom,NN,I-Property
containing,IN,O
the,DT,O
triplet,NN,O
is,VBZ,O
divided,VBN,O
into,IN,O
three,CD,O
weak,JJ,B-Property
peaks,NNS,I-Property
",",",",O
one,CD,O
containing,IN,O
which,WDT,O
may,MD,O
correspond,VB,O
to,TO,O
vibrations,NNS,O
containing,IN,O
the,DT,O
Al,NNP,B-Property
bond,NN,I-Property
.,.,O
 , , 
In,IN,O
the,DT,O
spectra,NN,O
of,IN,O
aluminum-,JJ,B-Composition
and,CC,O
chromium,NN,B-Composition
containing,NN,O
phosphates,NNS,B-Feature
Na2Al3/2Ta1/2(PO4)3,NNP,B-Composition
and,CC,O
Na2Cr3/2Ta1/2(PO4)3,NNP,B-Composition
",",",",O
the,DT,O
bands,NNS,B-Property
of,IN,O
asymmetric,JJ,B-Property
stretching,VBG,I-Property
vibrations,NNS,I-Property
are,VBP,O
blue,JJ,O
-,:,O
shifted,VBD,O
owing,VBG,O
to,TO,O
the,DT,O
smaller,JJR,O
sizes,NN,B-Property
of,IN,O
Al,NNP,B-Composition
and,CC,O
Cr,NNP,B-Composition
cations,NNS,I-Composition
.,.,O
 , , 
In,IN,O
situ,DT,O
spectra,NN,O
showing,IN,O
aluminum-,JJ,B-Composition
and,CC,O
chromium,NN,B-Composition
fluoride,NN,O
phosphates,NNS,B-Feature
Na2Al3/2Ta1/2(PO4)3,NNP,B-Composition
and,CC,O
Na2Cr3/2Ta1/2(PO4)3,NNP,B-Composition
",",",",O
situ,DT,O
bands,NNS,B-Property
showing,IN,O
magnesium,JJ,B-Property
stretching,VBG,I-Property
vibrations,NNS,I-Property
are,VBP,O
blue,JJ,O
-,:,O
presumably,VBD,O
owing,VBG,O
to,TO,O
situ,DT,O
smaller,JJR,O
sizes,NN,B-Property
showing,IN,O
Al,NNP,B-Composition
and,CC,O
Cr,NNP,B-Composition
cations,NNS,I-Composition
).,.,O
 , , 
In,IN,O
the,DT,O
rhombohedral,JJ,B-Structure
modification,NN,I-Structure
(,(,O
the,DT,O
structural,JJ,O
type,NN,O
NaZr2(PO4)3,NNP,B-Composition
(,(,O
NZP,NNP,B-Feature
),),O
of,IN,O
the,DT,O
mineral,NNP,B-Feature
kosnarite,NN,I-Feature
),),O
",",",",O
all,DT,O
dimers,NNS,O
are,VBP,O
oriented,VBN,O
parallel,JJ,O
to,TO,O
the,DT,O
single,JJ,O
threefold,NN,O
axis,NN,O
and,CC,O
are,VBP,O
located,VBN,O
at,IN,O
the,DT,O
vertices,NNS,B-Structure
and,CC,O
the,DT,O
center,NN,B-Structure
of,IN,O
an,DT,O
elementary,JJ,B-Structure
rhombohedron,NN,I-Structure
.,.,O
 , , 
In,IN,O
the,DT,O
schematic,JJ,B-Structure
modification,NN,I-Structure
(,(,O
the,DT,O
structural,JJ,O
type,NN,O
diagram,NNP,B-Composition
(,(,O
NZP,NNP,B-Feature
"),",),O
containing,IN,O
the,DT,O
element,NNP,B-Feature
kosnarite,NN,I-Feature
"),",),O
",",",",O
all,DT,O
dimers,NNS,O
are,VBP,O
oriented,VBN,O
parallel,JJ,O
to,TO,O
the,DT,O
single,JJ,O
threefold,NN,O
axis,NN,O
and,CC,O
are,VBP,O
located,VBN,O
at,IN,O
the,DT,O
vertices,NNS,B-Structure
and,CC,O
the,DT,O
center,NN,B-Structure
containing,IN,O
an,DT,O
aromatic,JJ,B-Structure
compound,NN,I-Structure
.,.,O
 , , 
Thus,RB,O
",",",",O
a,DT,O
rhombohedral,JJ,B-Structure
cell,NN,I-Structure
belonging,VBG,O
to,TO,O
the,DT,O
sp.,NN,B-Structure
gr.,NN,I-Structure
R3c,NNP,I-Structure
is,VBZ,O
formed,VBN,O
.,.,O
 , , 
Thus,RB,O
",",",",O
each,DT,O
bacterial,JJ,B-Structure
cell,NN,I-Structure
belonging,VBG,O
to,TO,O
the,DT,O
cell,NN,B-Structure
family,NN,I-Structure
R3c,NNP,I-Structure
was,VBZ,O
formed,VBN,O
hero,.,O
 , , 
In,IN,O
the,DT,O
cubic,JJ,B-Structure
modification,NN,I-Structure
(,(,O
the,DT,O
structural,JJ,O
type,NN,O
of,IN,O
the,DT,O
mineral,NNP,B-Feature
langbeinite,NN,I-Feature
),),O
",",",",O
dimers,NNS,B-Structure
are,VBP,O
oriented,VBN,O
in,IN,O
four,CD,O
directions,NNS,O
along,IN,O
nonintersecting,VBG,O
threefold,JJ,O
axes,NNS,O
parallel,VBP,O
to,TO,O
the,DT,O
main,JJ,O
diagonals,NNS,O
of,IN,O
the,DT,O
cube,NN,B-Structure
.,.,O
 , , 
In,IN,O
the,DT,O
cubic,JJ,B-Structure
modification,NN,I-Structure
for,(,O
the,DT,O
structural,JJ,O
type,NN,O
"(),",IN,O
the,DT,O
mineral,NNP,B-Feature
langbeinite,NN,I-Feature
),),O
"(),",",",O
dimers,NNS,B-Structure
are,VBP,O
oriented,VBN,O
in,IN,O
four,CD,O
directions,NNS,O
along,IN,O
four,VBG,O
threefold,JJ,O
axes,NNS,O
relative,VBP,O
to,TO,O
the,DT,O
main,JJ,O
axis,NNS,O
"(),",IN,O
the,DT,O
cube,NN,B-Structure
.,.,O
 , , 
Thus,RB,O
",",",",O
a,DT,O
cubic,JJ,B-Structure
cell,NN,I-Structure
belonging,VBG,O
to,TO,O
the,DT,O
sp.,NN,B-Structure
gr.,NN,I-Structure
P213,NNP,I-Structure
is,VBZ,O
formed,VBN,O
.,.,O
 , , 
3,RB,O
depicts,",",O
a,DT,O
